市场,板块,代码,名称,行业
深证主板,主板,2179,中航光电,C 制造业
深证主板,主板,2180,纳思达,C 制造业
深证主板,主板,2181,粤 传 媒,L 商务服务
深证主板,主板,2182,宝武镁业,C 制造业
深证主板,主板,2183,怡 亚 通,L 商务服务
深证主板,主板,2184,海得控制,C 制造业
深证主板,主板,2185,华天科技,C 制造业
深证主板,主板,2186,全 聚 德,H 住宿餐饮
深证主板,主板,2187,广百股份,F 批发零售
深证主板,主板,2188,中天服务,K 房地产
深证主板,主板,2189,中光学,C 制造业
深证主板,主板,2190,成飞集成,C 制造业
深证主板,主板,2191,劲嘉股份,C 制造业
深证主板,主板,2192,融捷股份,B 采矿业
深证主板,主板,2193,如意集团,C 制造业
深证主板,主板,2194,武汉凡谷,C 制造业
深证主板,主板,2195,岩山科技,I 信息技术
深证主板,主板,2196,方正电机,C 制造业
深证主板,主板,2197,证通电子,I 信息技术
深证主板,主板,2198,嘉应制药,C 制造业
深证主板,主板,2199,*ST东晶,C 制造业
深证主板,主板,2200,*ST交投,E 建筑业
深证主板,主板,2201,九鼎新材,C 制造业
深证主板,主板,2202,金风科技,C 制造业
深证主板,主板,2203,海亮股份,C 制造业
深证主板,主板,2204,大连重工,C 制造业
深证主板,主板,2205,国统股份,C 制造业
深证主板,主板,2206,海 利 得,C 制造业
深证主板,主板,2207,准油股份,B 采矿业
深证主板,主板,2208,合肥城建,K 房地产
深证主板,主板,2209,达 意 隆,C 制造业
深证主板,主板,2210,飞马国际,L 商务服务
深证主板,主板,2211,ST宏达,C 制造业
深证主板,主板,2212,天融信,I 信息技术
深证主板,主板,2213,大为股份,C 制造业
深证主板,主板,2214,*ST大立,C 制造业
深证主板,主板,2215,诺 普 信,C 制造业
深证主板,主板,2216,三全食品,C 制造业
深证主板,主板,2217,合力泰,C 制造业
深证主板,主板,2218,拓日新能,C 制造业
深证主板,主板,2219,新里程,Q 卫生
深证主板,主板,2221,东华能源,F 批发零售
深证主板,主板,2222,福晶科技,C 制造业
深证主板,主板,2223,鱼跃医疗,C 制造业
深证主板,主板,2224,三 力 士,C 制造业
深证主板,主板,2225,濮耐股份,C 制造业
深证主板,主板,2226,江南化工,C 制造业
深证主板,主板,2227,奥 特 迅,C 制造业
深证主板,主板,2228,合兴包装,C 制造业
深证主板,主板,2229,鸿博股份,C 制造业
深证主板,主板,2230,科大讯飞,I 信息技术
深证主板,主板,2231,*ST奥维,C 制造业
深证主板,主板,2232,启明信息,I 信息技术
深证主板,主板,2233,塔牌集团,C 制造业
深证主板,主板,2234,民和股份,A 农林牧渔
深证主板,主板,2235,安妮股份,C 制造业
深证主板,主板,2236,大华股份,C 制造业
深证主板,主板,2237,恒邦股份,C 制造业
深证主板,主板,2238,天威视讯,I 信息技术
深证主板,主板,2239,奥特佳,C 制造业
深证主板,主板,2240,盛新锂能,C 制造业
深证主板,主板,2241,歌尔股份,C 制造业
深证主板,主板,2242,九阳股份,C 制造业
深证主板,主板,2243,力合科创,C 制造业
深证主板,主板,2244,滨江集团,K 房地产
深证主板,主板,2245,蔚蓝锂芯,C 制造业
深证主板,主板,2246,北化股份,C 制造业
深证主板,主板,2247,聚力文化,C 制造业
深证主板,主板,2248,华东数控,C 制造业
深证主板,主板,2249,大洋电机,C 制造业
深证主板,主板,2250,联化科技,C 制造业
深证主板,主板,2251,步步高,F 批发零售
深证主板,主板,2252,上海莱士,C 制造业
深证主板,主板,2253,*ST智胜,I 信息技术
深证主板,主板,2254,泰和新材,C 制造业
深证主板,主板,2255,海陆重工,C 制造业
深证主板,主板,2256,兆新股份,D 水电煤气
深证主板,主板,2258,利尔化学,C 制造业
深证主板,主板,2259,升达林业,D 水电煤气
深证主板,主板,2261,拓维信息,I 信息技术
深证主板,主板,2262,恩华药业,C 制造业
深证主板,主板,2263,大东南,C 制造业
深证主板,主板,2264,新 华 都,I 信息技术
深证主板,主板,2265,建设工业,C 制造业
深证主板,主板,2266,浙富控股,N 公共环保
深证主板,主板,2267,陕天然气,D 水电煤气
深证主板,主板,2268,电科网安,I 信息技术
深证主板,主板,2269,美邦服饰,C 制造业
深证主板,主板,2270,华明装备,C 制造业
深证主板,主板,2271,东方雨虹,C 制造业
深证主板,主板,2272,川润股份,C 制造业
深证主板,主板,2273,水晶光电,C 制造业
深证主板,主板,2274,华昌化工,C 制造业
深证主板,主板,2275,桂林三金,C 制造业
深证主板,主板,2276,万马股份,C 制造业
深证主板,主板,2277,友阿股份,F 批发零售
深证主板,主板,2278,神开股份,C 制造业
深证主板,主板,2279,久其软件,I 信息技术
深证主板,主板,2281,光迅科技,C 制造业
深证主板,主板,2282,博深股份,C 制造业
深证主板,主板,2283,天润工业,C 制造业
深证主板,主板,2284,亚太股份,C 制造业
深证主板,主板,2285,世联行,K 房地产
深证主板,主板,2286,保龄宝,C 制造业
深证主板,主板,2287,奇正藏药,C 制造业
深证主板,主板,2289,*ST宇顺,C 制造业
深证主板,主板,2290,禾盛新材,C 制造业
深证主板,主板,2291,遥望科技,I 信息技术
深证主板,主板,2292,奥飞娱乐,C 制造业
深证主板,主板,2293,罗莱生活,C 制造业
深证主板,主板,2294,信立泰,C 制造业
深证主板,主板,2295,精艺股份,C 制造业
深证主板,主板,2296,辉煌科技,C 制造业
深证主板,主板,2297,博云新材,C 制造业
深证主板,主板,2298,中电鑫龙,C 制造业
深证主板,主板,2299,圣农发展,C 制造业
深证主板,主板,2300,太阳电缆,C 制造业
深证主板,主板,2301,齐心集团,C 制造业
深证主板,主板,2302,西部建设,C 制造业
深证主板,主板,2303,美盈森,C 制造业
深证主板,主板,2304,洋河股份,C 制造业
深证主板,主板,2305,*ST南置,K 房地产
深证主板,主板,2306,*ST云网,H 住宿餐饮
深证主板,主板,2307,北新路桥,E 建筑业
深证主板,主板,2309,中利集团,C 制造业
深证主板,主板,2310,东方新能,N 公共环保
深证主板,主板,2311,海大集团,C 制造业
深证主板,主板,2312,川发龙蟒,C 制造业
深证主板,主板,2313,日海智能,C 制造业
深证主板,主板,2314,南山控股,K 房地产
深证主板,主板,2315,焦点科技,I 信息技术
深证主板,主板,2316,亚联发展,I 信息技术
深证主板,主板,2317,众生药业,C 制造业
深证主板,主板,2318,久立特材,C 制造业
深证主板,主板,2319,乐通股份,C 制造业
深证主板,主板,2320,海峡股份,G 运输仓储
深证主板,主板,2321,华英农业,A 农林牧渔
深证主板,主板,2322,理工能科,I 信息技术
深证主板,主板,2323,雅博股份,E 建筑业
深证主板,主板,2324,普利特,C 制造业
深证主板,主板,2326,永太科技,C 制造业
深证主板,主板,2327,富安娜,C 制造业
深证主板,主板,2328,新朋股份,C 制造业
深证主板,主板,2329,皇氏集团,C 制造业
深证主板,主板,2330,得利斯,C 制造业
深证主板,主板,2331,皖通科技,I 信息技术
深证主板,主板,2332,仙琚制药,C 制造业
深证主板,主板,2333,罗普斯金,C 制造业
深证主板,主板,2334,英威腾,C 制造业
深证主板,主板,2335,科华数据,C 制造业
深证主板,主板,2337,赛象科技,C 制造业
深证主板,主板,2338,奥普光电,C 制造业
深证主板,主板,2339,积成电子,C 制造业
深证主板,主板,2340,格林美,C 制造业
深证主板,主板,2342,巨力索具,C 制造业
深证主板,主板,2343,慈文传媒,R 文化传播
深证主板,主板,2344,海宁皮城,L 商务服务
深证主板,主板,2345,潮宏基,C 制造业
深证主板,主板,2346,柘中股份,C 制造业
深证主板,主板,2347,泰尔股份,C 制造业
深证主板,主板,2348,高乐股份,C 制造业
深证主板,主板,2349,精华制药,C 制造业
深证主板,主板,2350,北京科锐,C 制造业
深证主板,主板,2351,漫步者,C 制造业
深证主板,主板,2352,顺丰控股,G 运输仓储
深证主板,主板,2353,杰瑞股份,C 制造业
深证主板,主板,2354,天娱数科,I 信息技术
深证主板,主板,2355,兴民智通,C 制造业
深证主板,主板,2356,赫美集团,F 批发零售
深证主板,主板,2357,富临运业,G 运输仓储
深证主板,主板,2358,森源电气,C 制造业
深证主板,主板,2360,同德化工,C 制造业
深证主板,主板,2361,神剑股份,C 制造业
深证主板,主板,2362,汉王科技,C 制造业
深证主板,主板,2363,隆基机械,C 制造业
深证主板,主板,2364,中恒电气,C 制造业
深证主板,主板,2365,永安药业,C 制造业
深证主板,主板,2366,融发核电,C 制造业
深证主板,主板,2367,康力电梯,C 制造业
深证主板,主板,2368,太极股份,I 信息技术
深证主板,主板,2369,卓翼科技,C 制造业
深证主板,主板,2370,亚太药业,C 制造业
深证主板,主板,2371,北方华创,C 制造业
深证主板,主板,2372,伟星新材,C 制造业
深证主板,主板,2373,千方科技,I 信息技术
深证主板,主板,2374,中锐股份,C 制造业
深证主板,主板,2375,亚厦股份,E 建筑业
深证主板,主板,2376,新北洋,C 制造业
深证主板,主板,2377,国创高新,C 制造业
深证主板,主板,2378,章源钨业,C 制造业
深证主板,主板,2379,宏桥控股,C 制造业
深证主板,主板,2380,科远智慧,I 信息技术
深证主板,主板,2381,双箭股份,C 制造业
深证主板,主板,2382,蓝帆医疗,C 制造业
深证主板,主板,2383,合众思壮,C 制造业
深证主板,主板,2384,东山精密,C 制造业
深证主板,主板,2385,大北农,C 制造业
深证主板,主板,2386,天原股份,C 制造业
深证主板,主板,2387,维信诺,C 制造业
深证主板,主板,2388,新亚制程,C 制造业
深证主板,主板,2389,航天彩虹,C 制造业
深证主板,主板,2390,信邦制药,F 批发零售
深证主板,主板,2391,长青股份,C 制造业
深证主板,主板,2392,北京利尔,C 制造业
深证主板,主板,2393,力生制药,C 制造业
深证主板,主板,2394,联发股份,C 制造业
深证主板,主板,2395,双象股份,C 制造业
深证主板,主板,2396,星网锐捷,C 制造业
深证主板,主板,2397,梦洁股份,C 制造业
深证主板,主板,2398,垒知集团,C 制造业
深证主板,主板,2399,海普瑞,C 制造业
深证主板,主板,2400,省广集团,L 商务服务
深证主板,主板,2401,中远海科,I 信息技术
深证主板,主板,2402,和而泰,C 制造业
深证主板,主板,2403,爱仕达,C 制造业
深证主板,主板,2404,嘉欣丝绸,C 制造业
深证主板,主板,2405,四维图新,I 信息技术
深证主板,主板,2406,远东传动,C 制造业
深证主板,主板,2407,多氟多,C 制造业
深证主板,主板,2408,齐翔腾达,C 制造业
深证主板,主板,2409,雅克科技,C 制造业
深证主板,主板,2410,广联达,I 信息技术
深证主板,主板,2412,汉森制药,C 制造业
深证主板,主板,2413,雷科防务,C 制造业
深证主板,主板,2414,高德红外,C 制造业
深证主板,主板,2415,海康威视,C 制造业
深证主板,主板,2416,爱施德,F 批发零售
深证主板,主板,2418,康盛股份,C 制造业
深证主板,主板,2419,天虹股份,F 批发零售
深证主板,主板,2420,毅昌科技,C 制造业
深证主板,主板,2421,达实智能,I 信息技术
深证主板,主板,2422,科伦药业,C 制造业
深证主板,主板,2423,中粮资本,J 金融业
深证主板,主板,2424,ST百灵,C 制造业
深证主板,主板,2425,凯撒文化,I 信息技术
深证主板,主板,2426,胜利精密,C 制造业
深证主板,主板,2427,尤夫股份,C 制造业
深证主板,主板,2428,云南锗业,C 制造业
深证主板,主板,2429,兆驰股份,C 制造业
深证主板,主板,2430,杭氧股份,C 制造业
深证主板,主板,2431,棕榈股份,E 建筑业
深证主板,主板,2432,九安医疗,C 制造业
深证主板,主板,2434,万里扬,C 制造业
深证主板,主板,2436,兴森科技,C 制造业
深证主板,主板,2437,誉衡药业,C 制造业
深证主板,主板,2438,江苏神通,C 制造业
深证主板,主板,2439,启明星辰,I 信息技术
深证主板,主板,2440,闰土股份,C 制造业
深证主板,主板,2441,众业达,F 批发零售
深证主板,主板,2442,龙星科技,C 制造业
深证主板,主板,2443,金洲管道,C 制造业
深证主板,主板,2444,巨星科技,C 制造业
深证主板,主板,2445,中南文化,C 制造业
深证主板,主板,2446,盛路通信,C 制造业
深证主板,主板,2448,中原内配,C 制造业
深证主板,主板,2449,国星光电,C 制造业
深证主板,主板,2451,摩恩电气,C 制造业
深证主板,主板,2452,长高电新,C 制造业
深证主板,主板,2453,华软科技,C 制造业
深证主板,主板,2454,松芝股份,C 制造业
深证主板,主板,2455,百川股份,C 制造业
深证主板,主板,2456,欧菲光,C 制造业
深证主板,主板,2457,青龙管业,C 制造业
深证主板,主板,2458,益生股份,A 农林牧渔
深证主板,主板,2459,晶澳科技,C 制造业
深证主板,主板,2460,赣锋锂业,C 制造业
深证主板,主板,2461,珠江啤酒,C 制造业
深证主板,主板,2462,嘉事堂,F 批发零售
深证主板,主板,2463,沪电股份,C 制造业
深证主板,主板,2465,海格通信,C 制造业
深证主板,主板,2466,天齐锂业,C 制造业
深证主板,主板,2467,二六三,I 信息技术
深证主板,主板,2468,申通快递,G 运输仓储
深证主板,主板,2469,三维化学,C 制造业
深证主板,主板,2470,金正大,C 制造业
深证主板,主板,2471,中超控股,C 制造业
深证主板,主板,2472,双环传动,C 制造业
深证主板,主板,2474,榕基软件,I 信息技术
深证主板,主板,2475,立讯精密,C 制造业
深证主板,主板,2476,宝莫股份,C 制造业
深证主板,主板,2478,常宝股份,C 制造业
深证主板,主板,2479,富春环保,D 水电煤气
深证主板,主板,2480,新筑股份,C 制造业
深证主板,主板,2481,双塔食品,C 制造业
深证主板,主板,2482,广田集团,E 建筑业
深证主板,主板,2483,润邦股份,C 制造业
深证主板,主板,2484,江海股份,C 制造业
深证主板,主板,2485,ST雪发,L 商务服务
深证主板,主板,2486,嘉麟杰,C 制造业
深证主板,主板,2487,大金重工,C 制造业
深证主板,主板,2488,金固股份,C 制造业
深证主板,主板,2489,浙江永强,C 制造业
深证主板,主板,2490,山东墨龙,C 制造业
深证主板,主板,2491,通鼎互联,C 制造业
深证主板,主板,2492,恒基达鑫,G 运输仓储
深证主板,主板,2493,荣盛石化,C 制造业
深证主板,主板,2494,华斯股份,C 制造业
深证主板,主板,2495,佳隆股份,C 制造业
深证主板,主板,2496,*ST辉丰,C 制造业
深证主板,主板,2497,雅化集团,C 制造业
深证主板,主板,2498,汉缆股份,C 制造业
深证主板,主板,2500,山西证券,J 金融业
深证主板,主板,2501,利源股份,C 制造业
深证主板,主板,2506,协鑫集成,C 制造业
深证主板,主板,2507,涪陵榨菜,C 制造业
深证主板,主板,2508,老板电器,C 制造业
深证主板,主板,2510,天汽模,C 制造业
深证主板,主板,2511,中顺洁柔,C 制造业
深证主板,主板,2512,ST达华,C 制造业
深证主板,主板,2513,蓝丰生化,C 制造业
深证主板,主板,2514,宝馨科技,C 制造业
深证主板,主板,2515,金字火腿,C 制造业
深证主板,主板,2516,旷达科技,C 制造业
深证主板,主板,2517,恺英网络,I 信息技术
深证主板,主板,2518,科士达,C 制造业
深证主板,主板,2519,银河电子,C 制造业
深证主板,主板,2520,日发精机,C 制造业
深证主板,主板,2521,齐峰新材,C 制造业
深证主板,主板,2522,浙江众成,C 制造业
深证主板,主板,2523,天桥起重,C 制造业
深证主板,主板,2524,光正眼科,Q 卫生
深证主板,主板,2526,山东矿机,C 制造业
深证主板,主板,2527,新时达,C 制造业
深证主板,主板,2528,ST英飞拓,C 制造业
深证主板,主板,2529,*ST海源,C 制造业
深证主板,主板,2530,金财互联,C 制造业
深证主板,主板,2531,天顺风能,C 制造业
深证主板,主板,2532,天山铝业,C 制造业
深证主板,主板,2533,金杯电工,C 制造业
深证主板,主板,2534,西子洁能,C 制造业
深证主板,主板,2535,林州重机,C 制造业
深证主板,主板,2536,飞龙股份,C 制造业
深证主板,主板,2537,海联金汇,C 制造业
深证主板,主板,2538,司尔特,C 制造业
深证主板,主板,2539,云图控股,C 制造业
深证主板,主板,2540,亚太科技,C 制造业
深证主板,主板,2541,鸿路钢构,C 制造业
深证主板,主板,2542,中化岩土,E 建筑业
深证主板,主板,2543,万和电气,C 制造业
深证主板,主板,2544,普天科技,I 信息技术
深证主板,主板,2545,东方铁塔,C 制造业
深证主板,主板,2546,新联电子,C 制造业
深证主板,主板,2547,春兴精工,C 制造业
深证主板,主板,2548,金新农,C 制造业
深证主板,主板,2549,凯美特气,N 公共环保
深证主板,主板,2550,千红制药,C 制造业
深证主板,主板,2551,尚荣医疗,C 制造业
深证主板,主板,2552,宝鼎科技,C 制造业
深证主板,主板,2553,南方精工,C 制造业
深证主板,主板,2554,惠博普,B 采矿业
深证主板,主板,2555,三七互娱,I 信息技术
深证主板,主板,2556,辉隆股份,F 批发零售
深证主板,主板,2557,洽洽食品,C 制造业
深证主板,主板,2558,巨人网络,I 信息技术
深证主板,主板,2559,亚威股份,C 制造业
深证主板,主板,2560,通达股份,C 制造业
深证主板,主板,2561,徐家汇,F 批发零售
深证主板,主板,2562,兄弟科技,C 制造业
深证主板,主板,2563,森马服饰,C 制造业
深证主板,主板,2564,天沃科技,C 制造业
深证主板,主板,2565,顺灏股份,C 制造业
深证主板,主板,2566,益盛药业,C 制造业
深证主板,主板,2567,唐人神,C 制造业
深证主板,主板,2568,百润股份,C 制造业
深证主板,主板,2569,*ST步森,C 制造业
深证主板,主板,2570,贝因美,C 制造业
深证主板,主板,2571,德力股份,C 制造业
深证主板,主板,2572,索菲亚,C 制造业
深证主板,主板,2573,清新环境,N 公共环保
深证主板,主板,2574,明牌珠宝,C 制造业
深证主板,主板,2575,群兴玩具,F 批发零售
深证主板,主板,2576,通达动力,C 制造业
深证主板,主板,2577,雷柏科技,C 制造业
深证主板,主板,2578,闽发铝业,C 制造业
深证主板,主板,2579,中京电子,C 制造业
深证主板,主板,2580,圣阳股份,C 制造业
深证主板,主板,2581,ST未名,C 制造业
深证主板,主板,2582,好想你,C 制造业
深证主板,主板,2583,海能达,C 制造业
深证主板,主板,2584,西陇科学,C 制造业
深证主板,主板,2585,双星新材,C 制造业
深证主板,主板,2586,ST围海,E 建筑业
深证主板,主板,2587,奥拓电子,C 制造业
深证主板,主板,2588,史丹利,C 制造业
深证主板,主板,2589,瑞康医药,F 批发零售
深证主板,主板,2590,万安科技,C 制造业
深证主板,主板,2591,恒大高新,C 制造业
深证主板,主板,2592,ST八菱,C 制造业
深证主板,主板,2593,日上集团,C 制造业
深证主板,主板,2594,比亚迪,C 制造业
深证主板,主板,2595,豪迈科技,C 制造业
深证主板,主板,2596,海南瑞泽,C 制造业
深证主板,主板,2597,金禾实业,C 制造业
深证主板,主板,2598,山东章鼓,C 制造业
深证主板,主板,2599,盛通股份,C 制造业
深证主板,主板,2600,领益智造,C 制造业
深证主板,主板,2601,龙佰集团,C 制造业
深证主板,主板,2602,世纪华通,I 信息技术
深证主板,主板,2603,以岭药业,C 制造业
深证主板,主板,2605,姚记科技,I 信息技术
深证主板,主板,2606,大连电瓷,C 制造业
深证主板,主板,2607,中公教育,P 教育
深证主板,主板,2608,江苏国信,D 水电煤气
深证主板,主板,2609,捷顺科技,I 信息技术
深证主板,主板,2611,东方精工,C 制造业
深证主板,主板,2612,朗姿股份,C 制造业
深证主板,主板,2613,北玻股份,C 制造业
深证主板,主板,2614,奥佳华,C 制造业
深证主板,主板,2615,哈尔斯,C 制造业
深证主板,主板,2616,长青集团,N 公共环保
深证主板,主板,2617,露笑科技,C 制造业
深证主板,主板,2620,ST瑞和,E 建筑业
深证主板,主板,2622,皓宸医疗,Q 卫生
深证主板,主板,2623,亚玛顿,C 制造业
深证主板,主板,2624,完美世界,I 信息技术
深证主板,主板,2625,光启技术,C 制造业
深证主板,主板,2626,金达威,C 制造业
深证主板,主板,2627,三峡旅游,N 公共环保
深证主板,主板,2628,成都路桥,E 建筑业
深证主板,主板,2629,仁智股份,B 采矿业
深证主板,主板,2630,ST华西,C 制造业
深证主板,主板,2631,德尔未来,C 制造业
深证主板,主板,2632,道明光学,C 制造业
深证主板,主板,2633,申科股份,C 制造业
深证主板,主板,2634,棒杰股份,C 制造业
深证主板,主板,2635,安洁科技,C 制造业
深证主板,主板,2636,金安国纪,C 制造业
深证主板,主板,2637,赞宇科技,C 制造业
深证主板,主板,2638,勤上股份,C 制造业
深证主板,主板,2639,雪人集团,C 制造业
深证主板,主板,2640,跨境通,F 批发零售
深证主板,主板,2641,公元股份,C 制造业
深证主板,主板,2642,荣联科技,I 信息技术
深证主板,主板,2643,万润股份,C 制造业
深证主板,主板,2644,佛慈制药,C 制造业
深证主板,主板,2645,华宏科技,C 制造业
深证主板,主板,2646,天佑德酒,C 制造业
深证主板,主板,2647,*ST仁东,J 金融业
深证主板,主板,2648,卫星化学,C 制造业
深证主板,主板,2649,博彦科技,I 信息技术
深证主板,主板,2650,ST加加,C 制造业
深证主板,主板,2651,利君股份,C 制造业
深证主板,主板,2652,扬子新材,C 制造业
深证主板,主板,2653,海思科,C 制造业
深证主板,主板,2654,万润科技,L 商务服务
深证主板,主板,2655,共达电声,C 制造业
深证主板,主板,2656,*ST摩登,C 制造业
深证主板,主板,2657,中科金财,I 信息技术
深证主板,主板,2658,雪迪龙,C 制造业
深证主板,主板,2659,凯文教育,P 教育
深证主板,主板,2660,茂硕电源,C 制造业
深证主板,主板,2661,克明食品,C 制造业
深证主板,主板,2662,峰璟股份,C 制造业
深证主板,主板,2663,普邦股份,E 建筑业
深证主板,主板,2664,信质集团,C 制造业
深证主板,主板,2666,德联集团,C 制造业
深证主板,主板,2667,威领股份,C 制造业
深证主板,主板,2668,TCL智家,C 制造业
深证主板,主板,2669,康达新材,C 制造业
深证主板,主板,2670,国盛证券,J 金融业
深证主板,主板,2671,龙泉股份,C 制造业
深证主板,主板,2672,东江环保,C 制造业
深证主板,主板,2673,西部证券,J 金融业
深证主板,主板,2674,兴业科技,C 制造业
深证主板,主板,2675,东诚药业,C 制造业
深证主板,主板,2676,顺威股份,C 制造业
深证主板,主板,2677,浙江美大,C 制造业
深证主板,主板,2678,珠江钢琴,C 制造业
深证主板,主板,2679,福建金森,A 农林牧渔
深证主板,主板,2681,奋达科技,C 制造业
深证主板,主板,2682,龙洲股份,G 运输仓储
深证主板,主板,2683,广东宏大,B 采矿业
深证主板,主板,2685,华东重机,C 制造业
深证主板,主板,2686,亿利达,C 制造业
深证主板,主板,2687,乔治白,C 制造业
深证主板,主板,2688,金河生物,C 制造业
深证主板,主板,2689,ST远智,C 制造业
深证主板,主板,2690,美亚光电,C 制造业
深证主板,主板,2691,冀凯股份,C 制造业
深证主板,主板,2692,远程股份,C 制造业
深证主板,主板,2693,*ST双成,C 制造业
深证主板,主板,2694,顾地科技,C 制造业
深证主板,主板,2695,煌上煌,C 制造业
深证主板,主板,2696,百洋股份,C 制造业
深证主板,主板,2697,红旗连锁,F 批发零售
深证主板,主板,2698,博实股份,C 制造业
深证主板,主板,2700,万憬能源,D 水电煤气
深证主板,主板,2701,奥瑞金,C 制造业
深证主板,主板,2702,海欣食品,C 制造业
深证主板,主板,2703,浙江世宝,C 制造业
深证主板,主板,2705,新宝股份,C 制造业
深证主板,主板,2706,良信股份,C 制造业
深证主板,主板,2707,众信旅游,L 商务服务
深证主板,主板,2708,光洋股份,C 制造业
深证主板,主板,2709,天赐材料,C 制造业
深证主板,主板,2712,思美传媒,L 商务服务
深证主板,主板,2713,*ST东易,E 建筑业
深证主板,主板,2714,牧原股份,A 农林牧渔
深证主板,主板,2715,登云股份,C 制造业
深证主板,主板,2716,湖南白银,C 制造业
深证主板,主板,2717,ST岭南,N 公共环保
深证主板,主板,2718,友邦吊顶,C 制造业
深证主板,主板,2719,麦趣尔,C 制造业
深证主板,主板,2721,金一文化,C 制造业
深证主板,主板,2722,物产金轮,C 制造业
深证主板,主板,2723,小崧股份,C 制造业
深证主板,主板,2724,海洋王,C 制造业
深证主板,主板,2725,跃岭股份,C 制造业
深证主板,主板,2726,龙大美食,C 制造业
深证主板,主板,2727,一心堂,F 批发零售
深证主板,主板,2728,特一药业,C 制造业
深证主板,主板,2729,好利科技,C 制造业
深证主板,主板,2730,电光科技,C 制造业
深证主板,主板,2731,ST萃华,C 制造业
深证主板,主板,2732,燕塘乳业,C 制造业
深证主板,主板,2733,雄韬股份,C 制造业
深证主板,主板,2734,利民股份,C 制造业
深证主板,主板,2735,王子新材,C 制造业
深证主板,主板,2736,国信证券,J 金融业
深证主板,主板,2737,葵花药业,C 制造业
深证主板,主板,2738,中矿资源,C 制造业
深证主板,主板,2739,万达电影,R 文化传播
深证主板,主板,2741,光华科技,C 制造业
深证主板,主板,2742,*ST三圣,C 制造业
深证主板,主板,2743,富煌钢构,C 制造业
深证主板,主板,2745,木林森,C 制造业
深证主板,主板,2746,仙坛股份,C 制造业
深证主板,主板,2747,埃斯顿,C 制造业
深证主板,主板,2748,世龙实业,C 制造业
深证主板,主板,2749,国光股份,C 制造业
深证主板,主板,2752,昇兴股份,C 制造业
深证主板,主板,2753,永东股份,C 制造业
深证主板,主板,2755,奥赛康,C 制造业
深证主板,主板,2756,永兴材料,C 制造业
深证主板,主板,2757,南兴股份,C 制造业
深证主板,主板,2758,浙农股份,F 批发零售
深证主板,主板,2759,天际股份,C 制造业
深证主板,主板,2760,凤形股份,C 制造业
深证主板,主板,2761,浙江建投,E 建筑业
深证主板,主板,2762,*ST金比,C 制造业
深证主板,主板,2763,汇洁股份,C 制造业
深证主板,主板,2765,蓝黛科技,C 制造业
深证主板,主板,2766,索菱股份,C 制造业
深证主板,主板,2767,先锋电子,C 制造业
深证主板,主板,2768,国恩股份,C 制造业
深证主板,主板,2769,普路通,L 商务服务
深证主板,主板,2771,真视通,I 信息技术
深证主板,主板,2772,众兴菌业,A 农林牧渔
深证主板,主板,2773,康弘药业,C 制造业
深证主板,主板,2774,快意电梯,C 制造业
深证主板,主板,2775,文科股份,E 建筑业
深证主板,主板,2777,久远银海,I 信息技术
深证主板,主板,2778,中晟高科,C 制造业
深证主板,主板,2779,中坚科技,C 制造业
深证主板,主板,2780,三夫户外,F 批发零售
深证主板,主板,2782,可立克,C 制造业
深证主板,主板,2783,凯龙股份,C 制造业
深证主板,主板,2785,万里石,C 制造业
深证主板,主板,2786,银宝山新,C 制造业
深证主板,主板,2787,华源控股,C 制造业
深证主板,主板,2788,鹭燕医药,F 批发零售
深证主板,主板,2789,*ST建艺,E 建筑业
深证主板,主板,2790,瑞尔特,C 制造业
深证主板,主板,2791,坚朗五金,C 制造业
深证主板,主板,2792,通宇通讯,C 制造业
深证主板,主板,2793,罗欣药业,C 制造业
深证主板,主板,2795,永和智控,C 制造业
深证主板,主板,2796,世嘉科技,C 制造业
深证主板,主板,2797,第一创业,J 金融业
深证主板,主板,2798,帝欧水华,C 制造业
深证主板,主板,2799,环球印务,C 制造业
深证主板,主板,2800,天顺股份,G 运输仓储
深证主板,主板,2801,微光股份,C 制造业
深证主板,主板,2802,洪汇新材,C 制造业
深证主板,主板,2803,吉宏股份,F 批发零售
深证主板,主板,2805,丰元股份,C 制造业
深证主板,主板,2806,华锋股份,C 制造业
深证主板,主板,2807,江阴银行,J 金融业
深证主板,主板,2808,*ST恒久,C 制造业
深证主板,主板,2809,红墙股份,C 制造业
深证主板,主板,2810,山东赫达,C 制造业
深证主板,主板,2811,郑中设计,M 科研服务
深证主板,主板,2812,恩捷股份,C 制造业
深证主板,主板,2813,路畅科技,C 制造业
深证主板,主板,2815,崇达技术,C 制造业
深证主板,主板,2816,*ST和科,C 制造业
深证主板,主板,2817,黄山胶囊,C 制造业
深证主板,主板,2818,富森美,L 商务服务
深证主板,主板,2819,东方中科,F 批发零售
深证主板,主板,2820,桂发祥,C 制造业
深证主板,主板,2821,凯莱英,C 制造业
深证主板,主板,2822,ST中装,E 建筑业
深证主板,主板,2823,凯中精密,C 制造业
深证主板,主板,2824,和胜股份,C 制造业
深证主板,主板,2825,纳尔股份,C 制造业
深证主板,主板,2826,易明医药,C 制造业
深证主板,主板,2827,高争民爆,C 制造业
深证主板,主板,2828,贝肯能源,B 采矿业
深证主板,主板,2829,星网宇达,C 制造业
深证主板,主板,2830,名雕股份,E 建筑业
深证主板,主板,2831,裕同科技,C 制造业
深证主板,主板,2832,比音勒芬,C 制造业
